,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genre,literaryform,doctype,ocr_creator,ocr_timestamp,genres
25945,700021086.0,URN:NBN:no-nb_dhlab_700021086,Tildelingsbrev,,,,,,2021-12-22 00:00:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Norges Forskningsråd / Norges forskningsråd / Noregs forskingsråd / Noregs forskingsråd / Norges forskningsråd / Norges forskningsråd / Noregs forskingsråd / NFR",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:41:05,
25949,700012876.0,URN:NBN:no-nb_dhlab_700012876,Evaluation of Norway ' s participation in the EU ' s 5 th Framework Programme ( . pdf ),,,,8272184834,,2004-03-29 00:00:00,2004.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25980,700004550.0,URN:NBN:no-nb_dhlab_700004550,Videreutvikling av MTB-systemet,Arbeidsgruppe,,,,,2012-12-04 00:00:00,2012.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
26032,700017844.0,URN:NBN:no-nb_dhlab_700017844,Prop . 20 S ( 2019–2020 ) : Endringar i statsbudsjettet 2019 under Nærings- og fiskeridepartementet,,,,,,2019-11-22 11:45:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:14:22,
26043,700014033.0,URN:NBN:no-nb_dhlab_700014033,Strategi mot arbeidslivskriminalitet ( 2021 – ),,,,,,2021-02-08 00:00:00,2021.0,"Kommunal- og moderniseringsdepartementet / KMD / Kommunal- og moderniseringsdepartementet , Landbruks- og matdepartementet / Kommunal- og distriktsdepartementet / KDD / Arbeids- og sosialdepartementet / Justis- og beredskapsdepartementet / Utenriksdepartementet / Kunnskapsdepartementet / Samferdselsdepartementet / Landbruks- og matdepartementet / Nærings- og fiskeridepartementet / Finansdepartementet / Barne- og familiedepartementet / Utanriksdepartementet / Statsministerens kontor / Barne- og likestillingsdepartementet / Barne- , likestillings- og inkluderingsdepartementet / Arbeids- og inkluderingsdepartementet / Sosialdepartementet / Det kgl . justis- og politidepartement / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / JD / SD / KD / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Sentral kontrollenhet , UD / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / SMK / AID / BFD / FIN / LMD / NFD / UD / Justis- og beredskapsdepartementet mfl. / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Justisdepartmentet / Finans- og tolldepartementet",no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-14 07:13:52,
26077,700008712.0,URN:NBN:no-nb_dhlab_700008712,Ekstraordinært eller selvfølgelig ? : evaluering av Den kulturelle skolesekken i grunnskolen,"NIFU STEP / Borgen , Jorunn S. / Brandt , Synnøve S.",,,82-7218-509-1,,2006-01-01 00:00:00,2006.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
26110,700017076.0,URN:NBN:no-nb_dhlab_700017076,Meld . St . 8 ( 2021–2022 ) : Noregs fiskeriavtalar for 2022 og fisket etter avtalane i 2020 og 2021,,,,,,2022-03-11 11:45:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 11:04:55,
26113,700022173.0,URN:NBN:no-nb_dhlab_700022173,St.prp . nr. 40 ( 2006-2007 ) : Særskilt ramme for inngåelse av avtale om statlig forsikringsansvar for utstillingen « Egon Shiele » ved Munch-museet,,,,,,2007-02-09 11:45:00,2007.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:11:16,
26121,700007093.0,URN:NBN:no-nb_dhlab_700007093,Tildelingsbrev ( . pdf ),,,,,,2019-01-15 00:00:00,2019.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Kulturtanken - Den kulturelle skolesekken / KULTURTANKEN - DEN KULTURELLE SKOLESEKKEN NORGE,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:30:46,
26129,700011352.0,URN:NBN:no-nb_dhlab_700011352,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2019-05-15 00:00:00,2019.0,Kulturdepartementet / Kulturtanken - Den kulturelle skolesekken / KULTURTANKEN - DEN KULTURELLE SKOLESEKKEN NORGE / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 22:51:56,
26131,700020187.0,URN:NBN:no-nb_dhlab_700020187,St.prp . nr. 49 ( 2008-2009 ) : Noregs deltaking i europeiske romfartsprogram,,,,,,2009-03-20 11:45:00,2009.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:55:36,
26191,700004314.0,URN:NBN:no-nb_dhlab_700004314,Opprydding i akvakulturnæringen,Arbeidsgruppe,,,,,2007-08-21 00:00:00,2007.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
26215,700020298.0,URN:NBN:no-nb_dhlab_700020298,St.prp . nr. 1 ( 2008–2009 ),,,,,,2008-10-07 10:00:00,2008.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:55:54,
26220,700016600.0,URN:NBN:no-nb_dhlab_700016600,Evaluering av Innsamlingsregisteret,PwC,,,,,2013-10-10 00:00:00,2013.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Evaluering,Rapport,kudos,kudos,2022-10-06 14:00:00,
26238,700015576.0,URN:NBN:no-nb_dhlab_700015576,Tildelingsbrev,,,,,,2015-02-04 00:00:00,2015.0,"Klima- og miljødepartementet / KLD / Miljødepartementet / Norsk Kulturminnefond / Norsk kulturminnefond , Sekretariatet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:09:08,
26242,700015325.0,URN:NBN:no-nb_dhlab_700015325,Tildelingsbrev,,,,,,2017-12-25 00:00:00,2017.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Regelrådet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:02:24,
26251,700020118.0,URN:NBN:no-nb_dhlab_700020118,Prop . 93 S ( 2009-2010 ) : Endringer i statsbudsjettet for 2010 under Kommunal- og regionaldepartementet ( rentekompensasjonsordningen for istandsetting av kirkebygg ),,,,,,2010-03-19 11:45:00,2010.0,"Fornyings- , administrasjons- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:48:12,
26274,700020020.0,URN:NBN:no-nb_dhlab_700020020,St.meld . nr. 24 ( 2008-2009 ) : Nasjonal strategi for digital bevaring og formidling av kulturarv,,,,,,2009-04-17 11:45:00,2009.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 11:55:05,
26341,700016358.0,URN:NBN:no-nb_dhlab_700016358,Årsrapport,,,,,,2021-03-25 00:00:00,2021.0,"Norsk akkreditering / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 22:38:08,
26393,700022068.0,URN:NBN:no-nb_dhlab_700022068,Ot.prp . nr. 69 ( 2006-2007 ) : Om lov om endringer i lov om serveringsvirksomhet ( serveringsloven ),,,,,,2007-06-08 11:45:00,2007.0,"Finansdepartementet / FIN / Finans- og tolldepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:10:56,
26405,700024556.0,URN:NBN:no-nb_dhlab_700024556,Småbedriftslivet : Strategi for små og mellomstore bedrifter,,,,,,2019-09-04 20:11:25,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Strategi/plan,,kudos,kudos,2022-10-07 20:11:25,
